DeliveryID,Distance (km),Package_Weight (kg),Weather_Conditions,Traffic_Level,Start_Time_Delivery,Delivery_Time (mins),Delivery_Difficulty,Distance_Category,Start_Hour,Peak_Hours,Combined_Condition,Efficiency
D257,12.2,4.2,Rainy,Low,6:46,32,51.24,Long,6,0,Rainy + Low,2.6229508196721314
D258,19.5,7.3,Cloudy,High,6:35,117,142.35,Long,6,0,Cloudy + High,6.0
D259,10.2,4.5,Snowy,Medium,19:12,27,45.9,Long,19,1,Snowy + Medium,2.647058823529412
D260,3.4,5.9,Cloudy,High,20:03,114,20.060000000000002,Short,20,0,Cloudy + High,33.529411764705884
D261,17.2,2.3,Rainy,Low,17:37,73,39.559999999999995,Long,17,1,Rainy + Low,4.244186046511628
D262,3.8,0.6,Rainy,Medium,16:17,119,2.28,Short,16,0,Rainy + Medium,31.315789473684212
D263,7.9,8.1,Cloudy,High,20:33,58,63.99,Medium,20,0,Cloudy + High,7.341772151898734
D264,19.7,5.0,Cloudy,Low,7:22,90,98.5,Long,7,1,Cloudy + Low,4.568527918781726
D265,14.4,9.2,Snowy,Low,18:15,79,132.48,Long,18,1,Snowy + Low,5.486111111111111
D266,15.6,4.6,Foggy,High,9:17,111,71.75999999999999,Long,9,1,Foggy + High,7.115384615384616
D267,16.3,8.6,Cloudy,Medium,14:36,103,140.18,Long,14,0,Cloudy + Medium,6.319018404907975
D268,12.2,5.9,Sunny,Medium,11:56,106,71.98,Long,11,0,Sunny + Medium,8.688524590163935
D269,12.2,0.9,Snowy,Low,19:23,112,10.98,Long,19,1,Snowy + Low,9.18032786885246
D270,2.6,6.3,Snowy,Low,15:35,77,16.38,Short,15,0,Snowy + Low,29.615384615384613
D271,2.8,9.1,Snowy,Low,20:35,35,25.479999999999997,Short,20,0,Snowy + Low,12.5
D272,15.0,9.7,Foggy,High,11:23,89,145.5,Long,11,0,Foggy + High,5.933333333333334
D273,11.5,8.5,Rainy,High,20:53,77,97.75,Long,20,0,Rainy + High,6.695652173913044
D274,15.5,1.4,Rainy,High,14:05,104,21.7,Long,14,0,Rainy + High,6.709677419354839
D275,4.9,4.3,Foggy,High,15:34,32,21.07,Short,15,0,Foggy + High,6.530612244897958
D276,12.5,4.6,Cloudy,Medium,13:30,89,57.49999999999999,Long,13,0,Cloudy + Medium,7.12
D277,12.1,2.2,Sunny,Medium,8:29,30,26.62,Long,8,1,Sunny + Medium,2.479338842975207
D278,18.2,9.6,Foggy,Medium,20:14,80,174.72,Long,20,0,Foggy + Medium,4.395604395604396
D279,13.8,6.2,Rainy,High,20:25,107,85.56,Long,20,0,Rainy + High,7.753623188405797
D280,6.0,1.8,Cloudy,Medium,15:58,39,10.8,Medium,15,0,Cloudy + Medium,6.5
D281,19.8,2.1,Rainy,High,9:27,43,41.580000000000005,Long,9,1,Rainy + High,2.1717171717171717
D282,7.7,5.6,Cloudy,Low,9:35,117,43.12,Medium,9,1,Cloudy + Low,15.194805194805195
D283,15.9,3.6,Foggy,Low,10:01,21,57.24,Long,10,0,Foggy + Low,1.320754716981132
D284,1.9,6.7,Snowy,Low,14:39,16,12.73,Short,14,0,Snowy + Low,8.421052631578947
D285,19.6,6.4,Foggy,Low,8:47,65,125.44000000000001,Long,8,1,Foggy + Low,3.3163265306122445
D286,13.8,3.1,Rainy,Low,6:25,115,42.78,Long,6,0,Rainy + Low,8.333333333333332
D287,17.7,0.8,Cloudy,High,19:20,70,14.16,Long,19,1,Cloudy + High,3.9548022598870056
D288,15.6,9.1,Snowy,Medium,9:02,28,141.95999999999998,Long,9,1,Snowy + Medium,1.794871794871795
D289,13.8,1.9,Snowy,Medium,12:34,56,26.22,Long,12,0,Snowy + Medium,4.057971014492753
D290,16.1,0.7,Snowy,Low,7:43,95,11.27,Long,7,1,Snowy + Low,5.900621118012422
D291,17.5,8.7,Snowy,Low,20:02,65,152.25,Long,20,0,Snowy + Low,3.7142857142857144
D292,10.9,8.2,Cloudy,Low,20:13,51,89.38,Long,20,0,Cloudy + Low,4.678899082568807
D293,2.9,3.3,Cloudy,High,15:02,96,9.569999999999999,Short,15,0,Cloudy + High,33.10344827586207
D294,15.1,5.8,Foggy,High,9:21,112,87.58,Long,9,1,Foggy + High,7.417218543046358
D295,6.6,3.8,Sunny,High,17:59,116,25.08,Medium,17,1,Sunny + High,17.575757575757578
D296,3.2,2.0,Rainy,Low,17:35,79,6.4,Short,17,1,Rainy + Low,24.6875
D297,5.5,5.6,Sunny,High,9:08,65,30.799999999999997,Medium,9,1,Sunny + High,11.818181818181818
D298,3.3,4.3,Rainy,Low,10:59,111,14.19,Short,10,0,Rainy + Low,33.63636363636364
D299,13.6,0.6,Foggy,High,6:55,103,8.16,Long,6,0,Foggy + High,7.5735294117647065
D300,14.6,3.1,Snowy,Low,10:14,12,45.26,Long,10,0,Snowy + Low,0.8219178082191781
D301,18.7,7.2,Rainy,Medium,16:41,107,134.64,Long,16,0,Rainy + Medium,5.721925133689839
D302,19.0,4.7,Sunny,Medium,17:35,105,89.3,Long,17,1,Sunny + Medium,5.526315789473684
D303,3.1,3.9,Cloudy,Low,18:27,92,12.09,Short,18,1,Cloudy + Low,29.677419354838708
D304,10.4,2.2,Foggy,High,13:35,33,22.880000000000003,Long,13,0,Foggy + High,3.173076923076923
D305,18.6,4.4,Snowy,Low,9:48,93,81.84000000000002,Long,9,1,Snowy + Low,5.0
D306,10.8,3.6,Sunny,High,16:45,22,38.88,Long,16,0,Sunny + High,2.0370370370370368
D307,14.3,4.9,Cloudy,Medium,19:09,23,70.07000000000001,Long,19,1,Cloudy + Medium,1.6083916083916083
D308,10.0,6.3,Cloudy,High,11:14,80,63.0,Medium,11,0,Cloudy + High,8.0
D309,2.9,2.3,Rainy,High,18:30,62,6.669999999999999,Short,18,1,Rainy + High,21.379310344827587
D310,13.2,4.9,Foggy,Low,6:38,23,64.68,Long,6,0,Foggy + Low,1.7424242424242424
D311,4.2,3.5,Snowy,Medium,20:09,74,14.700000000000001,Short,20,0,Snowy + Medium,17.619047619047617
D312,8.2,6.9,Snowy,Low,17:36,88,56.58,Medium,17,1,Snowy + Low,10.731707317073171
D313,11.0,1.6,Rainy,Low,16:50,77,17.6,Long,16,0,Rainy + Low,7.0
D314,9.2,9.9,Rainy,High,10:06,31,91.08,Medium,10,0,Rainy + High,3.3695652173913047
D315,12.3,3.3,Cloudy,Low,18:06,33,40.59,Long,18,1,Cloudy + Low,2.6829268292682924
D316,4.7,8.8,Foggy,High,6:41,119,41.36000000000001,Short,6,0,Foggy + High,25.319148936170212
D317,7.0,7.2,Snowy,Medium,17:28,11,50.4,Medium,17,1,Snowy + Medium,1.5714285714285714
D318,9.7,7.7,Cloudy,High,17:12,29,74.69,Medium,17,1,Cloudy + High,2.9896907216494846
D319,5.8,1.4,Snowy,Medium,20:36,70,8.12,Medium,20,0,Snowy + Medium,12.068965517241379
D320,2.0,8.3,Sunny,Low,13:45,82,16.6,Short,13,0,Sunny + Low,41.0
D321,3.6,4.1,Rainy,High,10:38,70,14.76,Short,10,0,Rainy + High,19.444444444444443
D322,2.7,5.1,Rainy,High,7:59,51,13.77,Short,7,1,Rainy + High,18.88888888888889
D323,2.6,6.8,Foggy,High,9:37,106,17.68,Short,9,1,Foggy + High,40.76923076923077
D324,9.3,2.1,Rainy,Low,6:42,117,19.53,Medium,6,0,Rainy + Low,12.580645161290322
D325,1.2,1.9,Rainy,Low,16:55,81,2.28,Short,16,0,Rainy + Low,67.5
D326,13.1,6.3,Foggy,High,8:16,35,82.53,Long,8,1,Foggy + High,2.67175572519084
D327,13.2,0.9,Sunny,Medium,15:13,95,11.879999999999999,Long,15,0,Sunny + Medium,7.196969696969697
D328,15.8,3.4,Foggy,High,16:14,74,53.72,Long,16,0,Foggy + High,4.6835443037974684
D329,17.5,9.9,Foggy,High,17:55,94,173.25,Long,17,1,Foggy + High,5.371428571428571
D330,11.4,6.6,Rainy,Medium,11:29,27,75.24,Long,11,0,Rainy + Medium,2.3684210526315788
D331,11.7,9.3,Foggy,Low,19:10,70,108.81,Long,19,1,Foggy + Low,5.982905982905983
D332,18.7,4.6,Foggy,High,20:09,94,86.02,Long,20,0,Foggy + High,5.026737967914439
D333,2.2,9.0,Foggy,High,10:46,65,19.8,Short,10,0,Foggy + High,29.545454545454543
D334,15.2,8.1,Foggy,Medium,9:31,58,123.11999999999999,Long,9,1,Foggy + Medium,3.8157894736842106
D335,7.3,8.2,Sunny,Low,14:50,45,59.85999999999999,Medium,14,0,Sunny + Low,6.164383561643835
D336,15.2,8.2,Foggy,Low,10:15,82,124.63999999999999,Long,10,0,Foggy + Low,5.394736842105264
D337,18.5,1.5,Snowy,Low,15:15,114,27.75,Long,15,0,Snowy + Low,6.162162162162162
D338,10.4,3.5,Foggy,High,6:32,43,36.4,Long,6,0,Foggy + High,4.134615384615384
D339,8.1,7.9,Snowy,Low,18:24,82,63.99,Medium,18,1,Snowy + Low,10.123456790123457
D340,8.5,0.6,Snowy,High,6:03,10,5.1,Medium,6,0,Snowy + High,1.1764705882352942
D341,4.6,6.9,Foggy,Medium,19:37,27,31.74,Short,19,1,Foggy + Medium,5.869565217391305
D342,11.5,9.9,Foggy,High,12:47,102,113.85000000000001,Long,12,0,Foggy + High,8.869565217391305
D343,9.2,4.8,Sunny,Medium,12:39,101,44.16,Medium,12,0,Sunny + Medium,10.978260869565219
D344,8.8,7.0,Cloudy,Medium,7:18,21,61.60000000000001,Medium,7,1,Cloudy + Medium,2.3863636363636362
D345,17.3,1.0,Snowy,Medium,7:59,114,17.3,Long,7,1,Snowy + Medium,6.589595375722543
D346,3.8,3.3,Cloudy,Low,8:40,14,12.54,Short,8,1,Cloudy + Low,3.68421052631579
D347,13.6,5.9,Cloudy,Low,7:08,105,80.24000000000001,Long,7,1,Cloudy + Low,7.720588235294118
D348,18.8,8.0,Rainy,Medium,20:58,72,150.4,Long,20,0,Rainy + Medium,3.829787234042553
D349,15.3,5.0,Sunny,Medium,19:17,53,76.5,Long,19,1,Sunny + Medium,3.464052287581699
D350,5.7,8.8,Cloudy,High,11:36,119,50.160000000000004,Medium,11,0,Cloudy + High,20.87719298245614
D351,10.6,3.9,Rainy,High,9:33,19,41.339999999999996,Long,9,1,Rainy + High,1.7924528301886793
D352,5.6,3.1,Rainy,Low,18:38,16,17.36,Medium,18,1,Rainy + Low,2.857142857142857
D353,8.9,2.7,Snowy,Medium,20:55,55,24.03,Medium,20,0,Snowy + Medium,6.179775280898876
D354,2.7,7.6,Foggy,High,16:34,51,20.52,Short,16,0,Foggy + High,18.88888888888889
D355,19.2,6.7,Foggy,Medium,20:16,77,128.64,Long,20,0,Foggy + Medium,4.010416666666667
D356,9.1,3.4,Foggy,Low,20:14,88,30.939999999999998,Medium,20,0,Foggy + Low,9.670329670329672
D357,5.1,9.4,Rainy,High,8:30,30,47.94,Medium,8,1,Rainy + High,5.882352941176471
D358,2.6,8.5,Foggy,High,13:57,110,22.1,Short,13,0,Foggy + High,42.30769230769231
D359,15.6,6.8,Sunny,High,19:46,109,106.08,Long,19,1,Sunny + High,6.987179487179487
D360,17.2,7.9,Cloudy,Medium,6:45,20,135.88,Long,6,0,Cloudy + Medium,1.1627906976744187
D361,16.3,2.9,Snowy,Medium,10:57,71,47.27,Long,10,0,Snowy + Medium,4.355828220858895
D362,9.2,0.5,Cloudy,Low,18:24,49,4.6,Medium,18,1,Cloudy + Low,5.326086956521739
D363,8.2,9.0,Cloudy,Low,8:03,20,73.8,Medium,8,1,Cloudy + Low,2.439024390243903
D364,10.1,6.7,Snowy,High,10:34,65,67.67,Long,10,0,Snowy + High,6.435643564356436
D365,5.3,9.8,Rainy,Low,19:16,22,51.940000000000005,Medium,19,1,Rainy + Low,4.150943396226415
D366,6.8,2.4,Foggy,Low,9:45,26,16.32,Medium,9,1,Foggy + Low,3.823529411764706
D367,11.6,8.4,Foggy,Medium,11:45,80,97.44,Long,11,0,Foggy + Medium,6.8965517241379315
D368,5.3,6.0,Foggy,Low,17:02,94,31.799999999999997,Medium,17,1,Foggy + Low,17.735849056603776
D369,5.9,5.8,Cloudy,Low,19:51,90,34.22,Medium,19,1,Cloudy + Low,15.254237288135592
D370,6.6,0.6,Rainy,Low,15:25,47,3.9599999999999995,Medium,15,0,Rainy + Low,7.121212121212122
D371,10.7,4.7,Sunny,High,18:16,73,50.29,Long,18,1,Sunny + High,6.822429906542056
D372,16.0,2.6,Foggy,High,14:27,64,41.6,Long,14,0,Foggy + High,4.0
D373,6.5,6.7,Foggy,Medium,13:05,100,43.550000000000004,Medium,13,0,Foggy + Medium,15.384615384615385
D374,4.2,1.9,Rainy,High,6:12,39,7.9799999999999995,Short,6,0,Rainy + High,9.285714285714285
D375,3.1,6.0,Cloudy,Medium,7:08,29,18.6,Short,7,1,Cloudy + Medium,9.35483870967742
D376,15.8,2.9,Cloudy,Low,8:56,15,45.82,Long,8,1,Cloudy + Low,0.9493670886075949
D377,16.3,6.6,Foggy,Medium,7:14,26,107.58,Long,7,1,Foggy + Medium,1.5950920245398772
D378,15.8,2.5,Sunny,Low,16:27,86,39.5,Long,16,0,Sunny + Low,5.443037974683544
D379,11.0,8.8,Foggy,High,18:41,81,96.80000000000001,Long,18,1,Foggy + High,7.363636363636363
D380,14.6,0.9,Snowy,Medium,10:05,34,13.14,Long,10,0,Snowy + Medium,2.328767123287671
D381,17.6,1.7,Foggy,Medium,7:53,48,29.92,Long,7,1,Foggy + Medium,2.727272727272727
D382,16.3,5.8,Foggy,Low,13:54,18,94.54,Long,13,0,Foggy + Low,1.1042944785276072
D383,2.0,1.8,Rainy,Medium,19:17,60,3.6,Short,19,1,Rainy + Medium,30.0
D384,14.4,5.8,Rainy,High,19:17,45,83.52,Long,19,1,Rainy + High,3.125
D385,7.7,8.3,Sunny,High,12:08,36,63.910000000000004,Medium,12,0,Sunny + High,4.675324675324675
D386,18.3,4.4,Foggy,High,17:14,117,80.52000000000001,Long,17,1,Foggy + High,6.393442622950819
D387,18.5,9.7,Foggy,Medium,12:23,75,179.45,Long,12,0,Foggy + Medium,4.054054054054054
D388,4.7,0.8,Foggy,Medium,15:09,11,3.7600000000000002,Short,15,0,Foggy + Medium,2.3404255319148937
D389,4.5,5.1,Sunny,High,17:38,92,22.95,Short,17,1,Sunny + High,20.444444444444443
D390,8.6,4.8,Cloudy,Low,16:58,71,41.279999999999994,Medium,16,0,Cloudy + Low,8.255813953488373
D391,14.1,4.5,Snowy,Low,15:16,73,63.449999999999996,Long,15,0,Snowy + Low,5.177304964539007
D392,12.9,8.1,Rainy,Medium,19:57,82,104.49,Long,19,1,Rainy + Medium,6.3565891472868215
D393,7.7,3.7,Cloudy,Medium,8:24,92,28.490000000000002,Medium,8,1,Cloudy + Medium,11.948051948051948
D394,1.2,4.3,Cloudy,Low,9:07,29,5.159999999999999,Short,9,1,Cloudy + Low,24.166666666666668
D395,3.1,4.8,Rainy,Medium,17:35,47,14.879999999999999,Short,17,1,Rainy + Medium,15.161290322580644
D396,5.2,1.1,Foggy,High,10:07,21,5.720000000000001,Medium,10,0,Foggy + High,4.038461538461538
D397,19.6,7.6,Rainy,High,10:13,36,148.96,Long,10,0,Rainy + High,1.8367346938775508
D398,9.5,6.8,Cloudy,Low,16:20,26,64.6,Medium,16,0,Cloudy + Low,2.736842105263158
D399,18.6,2.1,Snowy,Medium,12:14,20,39.06,Long,12,0,Snowy + Medium,1.075268817204301
D400,1.6,1.0,Rainy,High,20:01,32,1.6,Short,20,0,Rainy + High,20.0
D401,17.9,7.7,Foggy,Medium,7:43,29,137.82999999999998,Long,7,1,Foggy + Medium,1.6201117318435756
D402,17.9,8.0,Foggy,Medium,14:10,113,143.2,Long,14,0,Foggy + Medium,6.312849162011173
D403,6.6,3.0,Cloudy,Low,20:09,57,19.799999999999997,Medium,20,0,Cloudy + Low,8.636363636363637
D404,14.6,1.8,Sunny,Medium,12:56,106,26.28,Long,12,0,Sunny + Medium,7.26027397260274
D405,17.6,5.4,Sunny,Low,6:54,85,95.04000000000002,Long,6,0,Sunny + Low,4.829545454545454
D406,11.5,9.0,Snowy,High,9:20,34,103.5,Long,9,1,Snowy + High,2.9565217391304346
D407,16.4,6.2,Sunny,Medium,9:20,67,101.67999999999999,Long,9,1,Sunny + Medium,4.085365853658537
D408,12.1,3.1,Foggy,Low,14:57,69,37.51,Long,14,0,Foggy + Low,5.702479338842975
D409,15.3,1.0,Rainy,High,9:40,50,15.3,Long,9,1,Rainy + High,3.2679738562091503
D410,12.5,9.2,Snowy,Medium,12:05,84,114.99999999999999,Long,12,0,Snowy + Medium,6.72
D411,2.2,1.0,Foggy,Low,18:27,83,2.2,Short,18,1,Foggy + Low,37.72727272727273
D412,6.9,6.5,Sunny,Medium,18:11,59,44.85,Medium,18,1,Sunny + Medium,8.550724637681158
D413,14.0,1.7,Cloudy,High,10:42,89,23.8,Long,10,0,Cloudy + High,6.357142857142857
D414,1.8,7.4,Snowy,High,9:41,86,13.32,Short,9,1,Snowy + High,47.77777777777778
D415,15.6,2.0,Foggy,High,17:56,110,31.2,Long,17,1,Foggy + High,7.051282051282051
D416,13.4,7.4,Foggy,Medium,7:18,22,99.16000000000001,Long,7,1,Foggy + Medium,1.6417910447761193
D417,1.3,1.2,Rainy,Low,6:56,102,1.56,Short,6,0,Rainy + Low,78.46153846153845
D418,3.6,2.8,Snowy,Medium,17:36,48,10.08,Short,17,1,Snowy + Medium,13.333333333333332
D419,13.5,6.2,Foggy,High,20:23,15,83.7,Long,20,0,Foggy + High,1.1111111111111112
D420,14.4,6.4,Foggy,Low,17:19,109,92.16000000000001,Long,17,1,Foggy + Low,7.569444444444445
D421,10.3,3.3,Foggy,High,9:23,91,33.99,Long,9,1,Foggy + High,8.834951456310678
D422,5.9,8.3,Snowy,Low,17:00,110,48.970000000000006,Medium,17,1,Snowy + Low,18.64406779661017
D423,19.1,3.3,Sunny,Low,18:28,79,63.03,Long,18,1,Sunny + Low,4.136125654450262
D424,16.8,6.6,Foggy,High,10:35,116,110.88,Long,10,0,Foggy + High,6.904761904761904
D425,11.0,6.6,Snowy,Medium,9:30,23,72.6,Long,9,1,Snowy + Medium,2.090909090909091
D426,3.7,2.9,Snowy,High,14:48,67,10.73,Short,14,0,Snowy + High,18.10810810810811
D427,17.8,4.4,Sunny,Medium,13:51,48,78.32000000000001,Long,13,0,Sunny + Medium,2.696629213483146
D428,9.2,8.2,Sunny,Low,18:29,69,75.43999999999998,Medium,18,1,Sunny + Low,7.500000000000001
D429,14.0,4.8,Rainy,High,9:11,53,67.2,Long,9,1,Rainy + High,3.7857142857142856
D430,6.1,4.8,Foggy,High,6:57,117,29.279999999999998,Medium,6,0,Foggy + High,19.18032786885246
D431,7.7,5.1,Sunny,Medium,14:34,58,39.269999999999996,Medium,14,0,Sunny + Medium,7.532467532467532
D432,11.7,5.5,Snowy,Low,17:35,22,64.35,Long,17,1,Snowy + Low,1.8803418803418805
D433,17.3,2.9,Snowy,Low,10:01,84,50.17,Long,10,0,Snowy + Low,4.855491329479769
D434,5.3,8.9,Snowy,Low,18:08,110,47.17,Medium,18,1,Snowy + Low,20.754716981132077
D435,4.2,2.5,Snowy,Low,8:51,19,10.5,Short,8,1,Snowy + Low,4.523809523809524
D436,15.9,7.0,Sunny,High,9:20,65,111.3,Long,9,1,Sunny + High,4.088050314465408
D437,12.3,1.2,Sunny,Low,20:49,63,14.76,Long,20,0,Sunny + Low,5.121951219512195
D438,18.9,1.7,Sunny,High,15:30,120,32.129999999999995,Long,15,0,Sunny + High,6.34920634920635
D439,16.7,7.8,Rainy,Medium,13:06,33,130.26,Long,13,0,Rainy + Medium,1.9760479041916168
D440,12.9,3.8,Rainy,High,16:59,86,49.019999999999996,Long,16,0,Rainy + High,6.666666666666666
D441,6.7,8.0,Foggy,Medium,16:31,51,53.6,Medium,16,0,Foggy + Medium,7.611940298507463
D442,11.9,8.7,Rainy,Medium,20:43,44,103.53,Long,20,0,Rainy + Medium,3.6974789915966384
D443,7.6,5.0,Sunny,Low,19:38,81,38.0,Medium,19,1,Sunny + Low,10.657894736842106
D444,12.3,3.1,Sunny,Medium,19:07,97,38.13,Long,19,1,Sunny + Medium,7.8861788617886175
D445,9.7,9.4,Snowy,Medium,15:30,119,91.17999999999999,Medium,15,0,Snowy + Medium,12.268041237113403
D446,1.7,1.7,Foggy,Medium,11:21,98,2.8899999999999997,Short,11,0,Foggy + Medium,57.64705882352941
D447,19.8,9.1,Foggy,Medium,16:29,32,180.18,Long,16,0,Foggy + Medium,1.6161616161616161
D448,12.9,7.2,Rainy,Medium,16:30,82,92.88000000000001,Long,16,0,Rainy + Medium,6.3565891472868215
D449,7.3,4.1,Foggy,High,16:03,97,29.929999999999996,Medium,16,0,Foggy + High,13.287671232876713
D450,12.9,7.3,Snowy,Medium,19:21,115,94.17,Long,19,1,Snowy + Medium,8.914728682170542
D451,16.8,0.6,Cloudy,Medium,20:37,27,10.08,Long,20,0,Cloudy + Medium,1.607142857142857
D452,16.2,9.1,Cloudy,Medium,17:37,118,147.42,Long,17,1,Cloudy + Medium,7.283950617283951
D453,9.6,1.1,Sunny,High,20:22,54,10.56,Medium,20,0,Sunny + High,5.625
D454,2.8,1.8,Rainy,Low,16:13,96,5.04,Short,16,0,Rainy + Low,34.285714285714285
D455,13.6,8.8,Foggy,Medium,16:56,102,119.68,Long,16,0,Foggy + Medium,7.5
D456,3.9,5.5,Cloudy,Low,8:51,94,21.45,Short,8,1,Cloudy + Low,24.102564102564102
D457,13.4,2.3,Sunny,High,19:01,103,30.819999999999997,Long,19,1,Sunny + High,7.686567164179104
D458,7.3,2.1,Cloudy,Medium,16:56,56,15.33,Medium,16,0,Cloudy + Medium,7.671232876712329
D459,8.5,4.6,Foggy,Low,9:33,12,39.099999999999994,Medium,9,1,Foggy + Low,1.411764705882353
D460,18.0,1.7,Foggy,Medium,20:44,84,30.599999999999998,Long,20,0,Foggy + Medium,4.666666666666667
D461,15.7,9.3,Foggy,Medium,16:47,41,146.01,Long,16,0,Foggy + Medium,2.6114649681528666
D462,18.3,7.5,Snowy,High,19:25,90,137.25,Long,19,1,Snowy + High,4.918032786885246
D463,13.4,2.3,Sunny,Medium,7:01,93,30.819999999999997,Long,7,1,Sunny + Medium,6.940298507462686
D464,16.5,3.3,Foggy,Low,7:31,70,54.449999999999996,Long,7,1,Foggy + Low,4.242424242424242
D465,3.2,4.9,Sunny,Medium,20:57,90,15.680000000000001,Short,20,0,Sunny + Medium,28.125
D466,14.1,3.5,Snowy,High,18:51,16,49.35,Long,18,1,Snowy + High,1.1347517730496455
D467,10.8,0.7,Rainy,Medium,13:51,41,7.56,Long,13,0,Rainy + Medium,3.796296296296296
D468,18.3,6.7,Sunny,Medium,20:03,103,122.61000000000001,Long,20,0,Sunny + Medium,5.628415300546448
D469,8.3,7.3,Snowy,Low,18:23,60,60.59,Medium,18,1,Snowy + Low,7.228915662650602
D470,9.3,3.2,Snowy,Low,17:34,112,29.760000000000005,Medium,17,1,Snowy + Low,12.043010752688172
D471,7.0,5.0,Cloudy,Medium,16:36,31,35.0,Medium,16,0,Cloudy + Medium,4.428571428571429
D472,18.1,2.3,Foggy,Low,18:14,43,41.63,Long,18,1,Foggy + Low,2.3756906077348066
D473,13.7,9.1,Cloudy,Medium,10:43,80,124.66999999999999,Long,10,0,Cloudy + Medium,5.839416058394161
D474,8.2,9.9,Foggy,Medium,11:10,17,81.17999999999999,Medium,11,0,Foggy + Medium,2.073170731707317
D475,14.0,4.6,Sunny,Low,14:58,113,64.39999999999999,Long,14,0,Sunny + Low,8.071428571428571
D476,3.2,6.8,Cloudy,High,19:34,19,21.76,Short,19,1,Cloudy + High,5.9375
D477,15.7,2.1,Foggy,Medium,20:35,30,32.97,Long,20,0,Foggy + Medium,1.910828025477707
D478,4.5,9.1,Snowy,Medium,7:33,16,40.949999999999996,Short,7,1,Snowy + Medium,3.5555555555555554
D479,10.5,4.2,Snowy,High,15:26,57,44.1,Long,15,0,Snowy + High,5.428571428571429
D480,16.9,7.1,Cloudy,High,11:28,45,119.98999999999998,Long,11,0,Cloudy + High,2.6627218934911245
D481,1.5,1.7,Foggy,Medium,9:00,93,2.55,Short,9,1,Foggy + Medium,62.0
D482,2.2,9.1,Sunny,Low,20:02,32,20.02,Short,20,0,Sunny + Low,14.545454545454545
D483,10.0,9.1,Sunny,Low,6:08,57,91.0,Medium,6,0,Sunny + Low,5.7
D484,4.8,8.0,Sunny,Medium,11:46,89,38.4,Short,11,0,Sunny + Medium,18.541666666666668
D485,19.3,3.3,Sunny,High,9:18,118,63.69,Long,9,1,Sunny + High,6.113989637305699
D486,12.3,2.9,Cloudy,Low,19:17,107,35.67,Long,19,1,Cloudy + Low,8.699186991869919
D487,2.6,1.0,Snowy,Medium,14:34,81,2.6,Short,14,0,Snowy + Medium,31.153846153846153
D488,14.0,3.4,Sunny,High,6:55,40,47.6,Long,6,0,Sunny + High,2.857142857142857
D489,10.7,1.3,Snowy,Medium,11:48,27,13.91,Long,11,0,Snowy + Medium,2.5233644859813085
D490,8.1,3.0,Snowy,Medium,11:28,37,24.299999999999997,Medium,11,0,Snowy + Medium,4.567901234567901
D491,1.9,2.9,Rainy,Low,20:06,105,5.51,Short,20,0,Rainy + Low,55.26315789473684
D492,16.1,5.3,Snowy,High,11:22,38,85.33,Long,11,0,Snowy + High,2.3602484472049685
D493,14.3,0.7,Snowy,Low,6:22,89,10.01,Long,6,0,Snowy + Low,6.223776223776223
D494,5.5,3.4,Snowy,High,20:13,103,18.7,Medium,20,0,Snowy + High,18.727272727272727
D495,10.4,5.1,Sunny,High,18:01,79,53.04,Long,18,1,Sunny + High,7.596153846153846
D496,7.9,7.9,Cloudy,High,7:56,56,62.410000000000004,Medium,7,1,Cloudy + High,7.0886075949367084
D497,13.7,9.9,Snowy,Low,18:44,63,135.63,Long,18,1,Snowy + Low,4.598540145985401
D498,2.5,6.7,Snowy,High,20:37,35,16.75,Short,20,0,Snowy + High,14.0
D499,18.7,7.0,Cloudy,Medium,15:18,27,130.9,Long,15,0,Cloudy + Medium,1.4438502673796791
D500,10.7,9.3,Sunny,Low,7:36,71,99.51,Long,7,1,Sunny + Low,6.635514018691589
D501,13.4,4.7,Cloudy,High,19:05,11,62.980000000000004,Long,19,1,Cloudy + High,0.8208955223880596
D502,18.6,9.0,Foggy,Low,16:30,95,167.4,Long,16,0,Foggy + Low,5.10752688172043
D503,7.1,4.0,Cloudy,Medium,16:48,61,28.4,Medium,16,0,Cloudy + Medium,8.591549295774648
D504,18.6,2.9,Cloudy,Medium,10:01,99,53.940000000000005,Long,10,0,Cloudy + Medium,5.32258064516129
D505,12.2,4.2,Foggy,Medium,7:23,42,51.24,Long,7,1,Foggy + Medium,3.4426229508196724
D506,5.7,4.5,Cloudy,Low,8:35,25,25.650000000000002,Medium,8,1,Cloudy + Low,4.385964912280701
D507,2.2,2.7,Rainy,Medium,15:55,39,5.940000000000001,Short,15,0,Rainy + Medium,17.727272727272727
D508,11.3,4.4,Rainy,Low,7:49,15,49.720000000000006,Long,7,1,Rainy + Low,1.327433628318584
D509,14.4,9.4,Snowy,Medium,15:37,24,135.36,Long,15,0,Snowy + Medium,1.6666666666666665
D510,3.0,7.0,Sunny,High,15:03,19,21.0,Short,15,0,Sunny + High,6.333333333333333
D511,1.3,9.6,Rainy,Low,19:57,12,12.48,Short,19,1,Rainy + Low,9.23076923076923
D512,16.2,7.6,Foggy,Low,10:27,57,123.11999999999999,Long,10,0,Foggy + Low,3.5185185185185186
D513,12.1,6.3,Rainy,High,17:18,61,76.22999999999999,Long,17,1,Rainy + High,5.041322314049587
D514,11.7,9.3,Sunny,High,6:15,72,108.81,Long,6,0,Sunny + High,6.153846153846154
